event_id,event_title,date,description,region,agreement_check,agreement_link,event_type,subject_type,subject_topic,subject_story,organizer_type,organizer_name,detentions,ovd,place,links
6381,08.06.2023 Пикет в поддержку Фургала,2023-06-08,,['recdi7uKCYvARXoH3'],,,одиночный пикет,политический протест,политзаключенные,в поддержку С. Фургала,активистский протест,,1,,,
6382,09.06.2023 Пикет в поддержку Фургала,2023-06-09,"В Хабаровске задержали активиста, стоявшего с плакатом в поддержку Сергея Фургала",['recdi7uKCYvARXoH3'],,,одиночный пикет,политический протест,политзаключенные,в поддержку С. Фургала,активистский протест,,1,,,https://ovd.info/express-news/2023/06/09/v-khabarovske-zaderzhali-aktivista-stoyavshego-s-plakatom-v-podderzhku
6383,10.06.2023 Антивоенные акции,2023-06-10,,['recPrDrobUuRrCB6x'],,,одиночный пикет,политический протест,антивоенное,против агрессии России в отношении Украины,активистский протест,,1,,,
6384,12.06.2023 Одиночный пикет «12 июня — день памяти и скорби»,2023-06-12,"
.Рогожкина доставили в ОП № 18 Петроградского района, что ему вменяют — пока неизвестно. На помощь к нему выехала адвокат Алена Скачко.
",['recs8CXZcUBPl95yA'],,,одиночный пикет,политический протест,другое,одиночный пикет с плакатом «12 июня — день памяти и скорби»,активистский протест,['recT7YsYpdp75nxpG'],1,,,https://ovd.info/express-news/2023/06/12/v-peterburge-zaderzhali-komsomolca-vystupivshego-s-odinochnym-piketom
6385,12.06.2023 Одиночный пикет «Свободу всем политзаключенным»,2023-06-12,"Девушку задержали возле станции метро «Петроградская», сейчас ее везут в 43-й отдел полиции. К Загородневой выехал адвокат от ОВД-Инфо Сергей Подольский.",['recs8CXZcUBPl95yA'],,,одиночный пикет,политический протест,политзаключенные,в поддержку политзаключенных,активистский протест,['reciL4eRWhJnDsIRT'],1,,,https://ovd.info/express-news/2023/06/12/v-peterburge-zaderzhali-piketchicu-s-plakatom-svobodu-vsem
6386,14.06.2023 Антивоенные акции,2023-06-14,,['recPrDrobUuRrCB6x'],,,одиночный пикет,политический протест,антивоенное,против агрессии России в отношении Украины,активистский протест,,1,,,
6387,15.06.2023 Антивоенные акции,2023-06-15,,['recf764oWecomW4Vj'],,,одиночный пикет,политический протест,антивоенное,против агрессии России в отношении Украины,активистский протест,,1,,,
6388,15.06.2023 Одиночный пикет против запрета транс-перехода,2023-06-15,"Иоффе доставили в отдел полиции. На помощь к ней выехал адвокат от ОВД-Инфо Сергей Подольский.

21:20 Елену Иоффе отпустили из отдела полиции с протоколом по статье об ЛГБТК+ пропаганде (ч. 1 ст. 6.21 КоАП).",['recs8CXZcUBPl95yA'],,,одиночный пикет,политический протест,гендерные права,против запрета транс-перехода и закона о пропаганде ЛГБТК+,активистский протест,['rec7hZahO7MBJkhTw'],1,,,https://www.24liveblog.com/live/UVydX?n=3339468580916162623
6389,16.06.2023 Задержания на мемориале Ирины Славиной,2023-06-16,"Калинычеву и Воробьеву доставили в отдел полиции № 5. Женщинам вменяют правонарушение по статье о самовольном размещении объявлений и нанесении надписей и рисунков (ч. 1 ст. 3.3 КоАП Нижегородской области).

20:10 Задержанных женщин Веру Воробьеву и Людмилу Калинычеву отпустили из отдела полиции без протоколов.",['recRHx5610ZEvAiT6'],,,агитация,политический протест,другое,в память о погибшей журналистке Ирине Славиной,активистский протест,['recjnAyxK0j8tuLHk'],2,,,https://ovd.info/express-news/2023/06/16/v-nizhnem-novgorode-u-narodnogo-memoriala-v-pamyat-iriny-slavinoy
6390,16.06.2023 Одиночный пикет против запрета транс-перехода,2023-06-16,"В Петербурге задержали местную жительницу Елену Иоффе, которая стояла с плакатом «Дайте людям быть собой. Нет запрету транс-перехода. Нет закону об „ЛГБТ-Пропаганде“».",['recs8CXZcUBPl95yA'],,,одиночный пикет,политический протест,гендерные права,против запрета транс-перехода и закона о пропаганде ЛГБТК+,активистский протест,,1,,,https://t.me/ovdinfolive/22519
6391,После антивоенных акций,2023-06-17,"задержания после участия в антивоенной акции: дома, на работе, на улице, в общественном транспорте.",['recdoNNfozyUBxcTV'],,,после акции,политический протест,антивоенное,против агрессии России в отношении Украины,активистский протест,,1,,,
6392,"Инсталляция ""Про людей, которым страшно"" художницы mv_picture",2023-06-17,"Художница читала лекцию в общественном пространстве ""Два квардрата"" и прямо туда пришла полиция. после лекции задержали. Сказали, что задерживают из-за поста про ее работу",['recs8CXZcUBPl95yA'],,,публикации в соцсетях,политический протест,антивоенное,из-за публикации в телеграм-канале,активистский протест,,1,,,
6393,После антивоенных акций,2023-06-17,"задержания после участия в антивоенной акции: дома, на работе, на улице, в общественном транспорте.",['recs8CXZcUBPl95yA'],,,после акции,политический протест,антивоенное,против агрессии России в отношении Украины,активистский протест,,2,,,
6394,17.06.2023 Сход в поддержку Сергея Фургала,2023-06-17,"В Комсомольске-на-Амуре задержали двух девушек, которые пришли на сход в поддержку Сергея Фургала",['recdi7uKCYvARXoH3'],,,собрание,политический протест,политзаключенные,в поддержку С. Фургала,активистский протест,,2,,,https://ovd.info/express-news/2023/06/17/v-komsomolske-na-amure-zaderzhali-dvukh-devushek-kotorye-prishli-na-skhod-v
6395,19.06.2023 Антивоенные акции,2023-06-19,,['recPrDrobUuRrCB6x'],,,одиночный пикет,политический протест,антивоенное,против агрессии России в отношении Украины,активистский протест,,1,,,
6396,Антивоенные высказывания,2023-06-20,,['recnLJ8gJijqeLbD9'],,,публичные высказывания,политический протест,антивоенное,против агрессии России в отношении Украины,активистский протест,,1,,,
6397,Задержания за антивоенные посты в соцсетях,2023-06-21,"за публикации в социальных сетях высказываний против войны: посты, комментарии, лайки",['recxGbGZCN19UvC6f'],,,публикации в соцсетях,политический протест,антивоенное,против агрессии России в отношении Украины,активистский протест,,1,,,
6398,21.06.2023 Одиночный пикет в поддержку Александра Кириленко,2023-06-21,"На выходе из здания к Фролову подошел сотрудник полиции и сообщил, что тот нарушил правила поведения во время режима повышенной готовности (ст. 20.6.1 КоАП) из-за того, что он провел свою акцию, когда пандемийные ограничения еще не сняли. Мужчину повели в отдел полиции рядом с адресом Советский проспект, 56.

Кроме того, как пишет «Народное Единство Новосибирск», в Кемерово задержали общественника Максима Глебова, так как он не представился при обращении полицейскому и стал просить разъяснить ему статью, по которой он обязан это делать. Его повезли в Центральный отдел полиции по Кемерову.

15:40 Ивана Фролова выпустили из отдела полиции с протоколом по статье о нарушении правил поведения во время режима повышенной готовности. Об этом он сам сообщил ОВД-Инфо.

Общественника Максима Глебова оставляют на ночь в отделе полиции по Центральному району. На него составили протокол о неповиновении требованиям сотрудника полиции (ст. 19.3 КоАП). До задержания он снимал на фото и видео одиночный пикет Ивана Фролова.

22 июня 22:18 Максима Глебова также отпустили после того, как суд вернул административный протокол в полицию для исправления нарушений. Об этом сообщил телеграм-канал «Народное Единство Новосибирска».",['rec7jIKdmR8KXPHqf'],,,одиночный пикет,политический протест,другое,против незаконного заключения под стражу,активистский протест,['rectg6AcJuYd0rHKH'],2,,,https://ovd.info/express-news/2023/06/21/v-kemerovo-zaderzhali-pravozaschitnika-posle-piketa-v-podderzhku
6399,21.06.2023 Одиночный пикет в защиту горы Бештау,2023-06-21,"21:34 Величкину отпустили из отдела полиции без протокола, сообщает Куракин.",['recPrDrobUuRrCB6x'],,,одиночный пикет,политический протест,экология,против уничтожения заповедника на горе Бештау,активистский протест,['recIOPeR9KbNmHXpS'],1,,,https://ovd.info/express-news/2023/06/21/v-moskve-zaderzhali-aktivistku-s-plakatom-protiv-unichtozheniya-zapovednika
6400,23.06.2023 Антивоенные акции,2023-06-23,,['recplZ2vDEgcgV2UQ'],,,одиночный пикет,политический протест,антивоенное,против агрессии России в отношении Украины,активистский протест,,1,,,
6401,23.06.2023 Антивоенные акции,2023-06-23,,['recsMp55kDbQst56b'],,,одиночный пикет,политический протест,антивоенное,против агрессии России в отношении Украины,активистский протест,,3,,,
6402,"26.06.2023 Одиночный пикет за права сына, пострадавшего на шахте",2023-06-26,"Полицейские в центре Москвы задержали Веру Шихову, которая провела одиночный пикет с плакатом по поводу ее сына, пострадавшего на работах в шахте. Об этом она сама сообщила ОВД-Инфо.
Женщина развернула свой плакат напротив здания ГУ МВД на улице Петровка. На листке Шихова написала «Социальная защита прав пострадавшего на производстве». По словам женщины, ее сын пострадал на производстве в шахте Зиминка (г. Прокопьевск) и ему не возмещают средства за лечение здоровья.
Шихову повезли в отдел полиции по району Тверской, к ней выехал адвокат от ОВД-Инфо Алан Кибизов.
19:53 Веру Шихову отпустили из отдела полиции без протокола, сообщает адвокат Алан Кибизов. ",['recPrDrobUuRrCB6x'],,,одиночный пикет,локальный протест,трудовые права,с требованием предоставить социальную защиту сыну,активистский протест,,1,,,https://ovd.info/regions/moskva 
6403,27.06.2023 Антивоенные акции,2023-06-27,,['rec69tQ253dFPt76r'],,,одиночный пикет,политический протест,антивоенное,против агрессии России в отношении Украины,активистский протест,,1,,,
6404,Задержания за антивоенные посты в соцсетях,2023-06-28,"за публикации в социальных сетях высказываний против войны: посты, комментарии, лайки",['recRXeOGZuUv7ebT3'],,,публикации в соцсетях,политический протест,антивоенное,против агрессии России в отношении Украины,активистский протест,,1,,,
6405,Задержание за антивоенные высказывания в интернете,2023-07-01,,['recxGbGZCN19UvC6f'],,,публикации в соцсетях,политический протест,антивоенное,против агрессии России в отношении Украины,активистский протест,,1,,,
6406,Задержание за антивоенные высказывания в интернете,2023-07-03,,['recxGbGZCN19UvC6f'],,,публикации в соцсетях,политический протест,антивоенное,против агрессии России в отношении Украины,активистский протест,,1,,,
6407,03.07.2023 Антивоенные акции,2023-07-03,,['recPrDrobUuRrCB6x'],,,одиночный пикет,политический протест,антивоенное,против агрессии России в отношении Украины,активистский протест,,1,,,
6408,06.07.2023 Одиночный пикет за свободу Беркович и Петрийчук,2023-07-06,"В Петербурге задержали Дмитрия Кузьмина, который стоял с плакатом «Свободу Беркович и Петрийчук». Об этом он сам сообщил ОВД-Инфо.
Его отправили в отдел полиции № 28. Ему вменяют нарушение «антиковидных» ограничений (ст. 8.6.1 закона Санкт-Петербурга).
К задержанному выехал адвокат от ОВД-Инфо Игорь Скачко.
21:23 Кузьмина отпустили из отдела полиции с протоколом по статье о нарушении «антиковидных» ограничений (ст. 8.6.1 закона Санкт-Петербурга). Об этом сообщает адвокат от ОВД-Инфо Игорь Скачко, который помогал ему в отделе.",['recs8CXZcUBPl95yA'],,,одиночный пикет,политический протест,политзаключенные,в поддержку политзаключенных режиссерки Жени Беркович и драматургини Светланы Петрийчук,активистский протест,,1,,,https://ovd.news/express-news/2023/07/06/v-peterburge-zaderzhali-muzhchinu-s-plakatom-v-zashchitu-figurantok-dela-o https://t.me/ovdinfolive/25329
6409,07.07.2023 Антивоенные акции,2023-07-07,,['recSwz4NPI17sbvOt'],,,одиночный пикет,политический протест,антивоенное,против агрессии России в отношении Украины,активистский протест,,1,,,
6410,09.07.2023 Задержание участников акции в поддержку Фургала,2023-07-09,В Хабаровске задерживают активистов перед акцией в поддержку Фургала,['recdi7uKCYvARXoH3'],,,перед акцией,политический протест,политзаключенные,в поддержку С. Фургала,активистский протест,,7,,,https://ovd.info/express-news/2023/07/09/v-khabarovske-zaderzhivayut-aktivistov-pered-akciey-v-podderzhku-furgala
6411,13.07.2023 Антивоенные акции,2023-07-13,,['recSwz4NPI17sbvOt'],,,одиночный пикет,политический протест,антивоенное,против агрессии России в отношении Украины,активистский протест,,1,,,
6412,15.07.2023 Антивоенные акции,2023-07-15,,['recs8CXZcUBPl95yA'],,,одиночный пикет,политический протест,антивоенное,против агрессии России в отношении Украины,активистский протест,,1,,,
6413,17.07.2023 Одиночный пикет за свободу Навального,2023-07-17,"В Петербурге задержали пикетчика Александра Шахова, который развернул плакат в поддержку Алексея Навального. В отделе полиции на мужчину составили протокол о нарушении «ковидного» режима повышенной готовности, после чего отпустили.
",['recs8CXZcUBPl95yA'],,,одиночный пикет,политический протест,политзаключенные,Одиночный пикет за свободу Навального ,активистский протест,,1,,,https://ovdinfo.media/RMmeNF66
6414,18.07.2023 Одиночные пикеты «Стратегия-18» в СПб,2023-07-18,В Петербурге задержали участников пикетов в поддержку крымских татар,['recs8CXZcUBPl95yA'],,,одиночный пикет,политический протест,политзаключенные,в поддержку крымских татар,институциональный протест,['reca95o0noI6vzplg'],2,,,https://ovd.info/express-news/2023/07/18/v-peterburge-zaderzhali-uchastnikov-piketov-v-podderzhku-krymskikh-tatar
6415,20.07.2023 Антивоенные акции,2023-07-20,,['recPrDrobUuRrCB6x'],,,одиночный пикет,политический протест,антивоенное,против агрессии России в отношении Украины,активистский протест,,1,,,
6416,21.07.2023 Задержания на мемориале Ирины Славиной,2023-07-21,"В Нижнем Новгороде задержали местных жительниц Людмилу Калинычеву и Веру Воробьеву, когда они пришли возложить цветы и установить фотографию у народного мемориала в память о журналистке Ирине Славиной. Об этом ОВД-Инфо сообщил знакомый задержанных. 
18:56 - Людмилу Калинычеву и Веру Воробьеву отпустили из отдела полиции без протокола.",['recRHx5610ZEvAiT6'],,,собрание,политический протест,свобода слова,в память о погибшей журналистке Ирине Славиной,активистский протест,,2,,,https://t.me/ovdinfolive/23531 https://t.me/ovdinfolive/23532 https://tinyurl.com/oi-news/express-news/2023/07/21/v-nizhnem-novgorode-snova-zaderzhali-zhenshchin-kotorye-prinesli-cvety-k 
6417,24.07.2023 Одиночный пикет с требованием присвоения инвалидности сыну,2023-07-24,"У здания ФСБ в Москве задержали Веру Шихову, которая проводила одиночный пикет с требованием возместить средства за лечение ее сына. Об этом она сама сообщила ОВД-Инфо.
По словам женщины, ее сын пострадал на производстве в шахте Зиминка (г. Прокопьевск), и ему не возмещают средства за лечение здоровья. Сейчас она выходит в пикеты ежедневно, чтобы добиться помощи для него.
19:15 Веру Шихову отпустили из отдела полиции с протоколом по статье о нарушении правил участия в публичном мероприятии (ч. 5 ст. 20.2 КоАП). Об этом она сама сообщила ОВД-Инфо.
Вера Шихова регулярно проводит одиночные пикеты с требованием предоставить ее сыну социальную защиту и программу реабилитации из-за аварии, которая случилась в 2010 году на шахте Зиминка.",['recPrDrobUuRrCB6x'],,,одиночный пикет,локальный протест,трудовые права,с требованием предоставить социальную защиту сыну,активистский протест,,1,,,https://ovd.info/express-news/2023/07/24/v-moskve-zaderzhali-mat-postradavshego-na-proizvodstve-shahtera-u-nee-byl
6418,25.07.2023 Антивоенные акции,2023-07-25,,['reco3KJq74ijhGRH5'],,,одиночный пикет,политический протест,антивоенное,против агрессии России в отношении Украины,активистский протест,,1,,,
6419,26.07.2023 Задержание за призыв протестовать против мусорного полигона в станице Полтавская,2023-07-26,"Активисты из станицы Полтавская борются со строительством мусорного полигона. Из-за этого они сталкиваются с давлением. На активиста Сергея Сальникова 26 июля составили протокол по статье об организации несогласованной акции (ч. 2 ст. 20.2 КоАП).  Поводом для него стал комментарий в телеграме, в котором активист призвал жителей Полтавской выходить на протесты.",['recRXeOGZuUv7ebT3'],,,агитация,локальный протест,экология,против строительства мусорного полигона,активистский протест,,1,,,https://ovd.info/express-news/2023/07/27/kubanskogo-ekoaktivista-oshtrafovali-iz-za-kommentariya-v-telegrame-s
6420,26.07.2023 Одиночный пикет у СК с требованием допустить на прием к следователю,2023-07-26,"У здания Следственного комитета в Москве задержали пикетчицу Марианну (полное ФИО известно ОВД-Инфо), которая стояла с плакатом «Развалено два уголовных дела, прошу организовать личный прием у Каргальского». Об этом женщина сама рассказала ОВД-Инфо.
Задержанную доставили в ОП «Басманный», у нее изъяли плакат.
Марианна — потерпевшая по двум уголовным делам о подделке подписи на материальных документах. Дела, по словам следователя, прекратили из-за того, что подозреваемый — сын бывшего прокурора Бурятии. Женщина требует личного приема в следственном комитете. В апреле 2022 года ее записали в ведомство, но дату визита регулярно переносят.
12:30 На помощь к задержанной Марианне в ОП «Басманный» приехала сотрудничающая с ОВД-Инфо адвокат Юлия Трегубова.
12:55 Адвоката от ОВД-Инфо Юлию Трегубову не пускают в ОП «Басманный» к Марианне. «Адвоката велено не пускать», — заявили сотрудники отдела.
Задержанной силовики не дают бумагу для написания ходатайств и разговаривают с ней, усмехаясь. Марианна вызвала скорую помощь из-за плохого самочувствия.
13:12 Пикетчица Марианна из-за плохого самочувствия лежит на полу в отделе, к ней приехала скорая помощь.
При этом полицейские пытаются поднять женщину, чтобы она ознакомилась с материалами дела.
13:30 Марианну унесли на носилках в машину скорой помощи для осмотра.
13:35 Марианну везут в больницу № 29. Адвокат от ОВД-Инфо Юлия Трегубова едет с ней.
18:45 Врачи больницы госпитализировали Марианну, об этом она сама сообщила ОВД-Инфо.",['recPrDrobUuRrCB6x'],,,одиночный пикет,локальный протест,коррупция,Одиночный пикет у СК с требованием допустить на прием к следователю,активистский протест,,1,,,https://ovd.info/express-news/2023/07/26/u-zdaniya-sk-v-moskve-zaderzhali-piketchicu-kotoraya-trebovala-lichnogo
6421,26.07.2023 Задержание на фестивале «BDSM Fishing»,2023-07-26,"Силовики разогнали БДСМ-фестиваль в подмосковном лесу из-за «пропаганды нетрадиционных отношений».
Полиция приехала на фестиваль «BDSM Fishing» до его открытия и начала проверять документы у всех присутствующих.
Троих человек, которые отказались показывать документы, задержали. Остальным сказали уезжать или сидеть до утра в машинах, пригрозив Росгвардией.
Инициатором разгона выступил депутат Госдумы от «Единой России» Геннадий Панин, написавший жалобу.
SOTAvision подчеркивает, что фестиваль «BDSM Fishing» проводили под Орехово-Зуево с согласия местных властей уже 13 лет.
Организаторы и участники уточнили, что планируют составить коллективную жалобу на действия силовиков.",['recdoNNfozyUBxcTV'],True,https://t.me/sotavisionmedia/17142,собрание,локальный протест,другое,Разгон фестиваля «BDSM Fishing»,активистский протест,['recVwXtIPfJwe5dYR'],3,,,https://t.me/fishing2020tork2zh2m/1783 https://t.me/ovdinfolive/23706 https://t.me/sotavisionmedia/17142?single 
6422,27.07.2023 Задержание у суда во время рассмотрения дела о диверсии,2023-07-27,"У здания Верховного суда Крыма в Севастополе задержали как минимум 13 человек, которые пришли на заседание по делу о диверсии на газопроводе. Среди задержанных как минимум двое журналистов — корреспондентка «Ґрат» Лутфие Зудиева и корреспондент «Граней» Куламет Ибрагимов.
На заседание суда по рассмотрению апелляционной жалобы экс-заместителя главы Меджлиса крымскотатарского народа Наримана Джеляла и братьев Асана и Азиза Ахметовых не пустили ни журналистов, ни родственников подсудимых. Все они обратились с жалобой на недопуск, после чего их задержали.
13:37 К ОП, где находятся задержанные, приехал адвокат Эдем Семедляев.
Помимо Ибраимова и Зудиевой, задержаны также родители Азиза Ахтемова Зарема и Эскендер, трое мужчин с инвалидностью — Рустем Усеинов, Сервер Ахтемов и Керим Аблямитов. Также в отделе находятся задержанные Рустем Курносов, Сеяре Усеинова, Мансур Тейфук, Нариман Абдурахманов, Руслан Джелялов и Мустафа Мустафаев.
15:48 На Ахтемову, Зудиеву, Джелялова и Усеинова составили протоколы по статье об организации единовременного массового пребывания граждан (ч. 1 ст. 20.2.2 КоАП), а на Куламета Ибраимова — протокол о повторном нарушении этой же статьи (ч. 4 ст. 20.2.2 КоАП).
«Крымская солидарность» сообщает о 14 задержанных",['recxGbGZCN19UvC6f'],,,собрание,политический протест,политзаключенные,Задержание у суда во время рассмотрения дела о диверсии,стихийный протест,,14,,,https://ovd.info/express-news/2023/07/27/v-krymu-zaderzhali-kak-minimum-13-chelovek-prishedshikh-na-zasedanie-po
6423,После антивоенных акций,2023-07-27,"задержания после участия в антивоенной акции: дома, на работе, на улице, в общественном транспорте.",['recssZEoAn66PEt9a'],,,после акции,политический протест,антивоенное,против агрессии России в отношении Украины,активистский протест,,1,,,
6424,28.07.2023 Превентивное задержание перед парадом ВМФ,2023-07-28,"без публикации, тк угрожали возбуждением дела за освещение",['recs8CXZcUBPl95yA'],,,перед акцией,политический протест,другое,"""превентивное задержание """"по ориентировке из Москвы""""""",активистский протест,,1,,,
6425,Задержание за прошлогодний пикет 14.09.2022 в поддержку Фургала,2023-07-29,"Девушку, пожелавшую остаться анонимной, задержали в связи с прошлогодней сентябрьской акцией в поддержку экс-губернатора Сергея Фургала. ",['recdi7uKCYvARXoH3'],,,после акции,политический протест,политзаключенные,в поддержку С. Фургала,активистский протест,,1,,,https://ovd.info/express-news/2023/07/29/v-khabarovske-zaderzhali-uchastnicu-akcii-v-podderzhku-furgala
6426,"30.07.2023 плакат ""отдадим котят в добрые руки"" на месте отмененной протестной акции",2023-07-30,"Планировалась акция местных жителей, недовольных арестами их земельных участков. Организатора арестовали. Супруги с дочерью не знали и пришли на акцию. Нарисовали плакат «Отдадим котят в добрые руки». После этого их затащили в разные автозаки. На мужчину составили протокол по статье о неповиновении полицейскому",['recRXeOGZuUv7ebT3'],,,перед акцией,локальный протест,градостроительная,пришли на отмененную акцию,активистский протест,['rec6ppiRaRoK4isBC'],3,,,https://ovd.info/express-news/2023/07/31/v-sochi-zaderzhali-semyu-kotoraya-pytalas-nayti-khozyaev-kotyatam-na
6427,30.07.2023 Пикет в защиту Бориса Кагарлицкого,2023-07-30,"3 пикетчика вышли в поддержку арестованного Бориса Кагарлицкого. Двум из них вменили нарушение закона о митингах, одной - статью о неисполнении обязанности по содержанию и воспитанию детей",['recPrDrobUuRrCB6x'],,,одиночный пикет,политический протест,политзаключенные,в поддержку политзаключенного Бориса Кагарлицкого,активистский протест,,3,,,https://t.me/ovdinfolive/23782
6428,31.07.2023 Антивоенные акции,2023-07-31,,['recsMp55kDbQst56b'],,,одиночный пикет,политический протест,антивоенное,против агрессии России в отношении Украины,активистский протест,,1,,,
6429,02.08.2023 Антивоенные акции,2023-08-02,,['recPrDrobUuRrCB6x'],,,одиночный пикет,политический протест,антивоенное,против агрессии России в отношении Украины,активистский протест,,1,,,
6430,02.08.2023 Одиночный пикет в поддержку уволенных генералов армии,2023-08-02,"Пикет у здания приемной президента, сотрудники вызвали полицию, которая доставила Рихтера в отдел полиции. Оттуда его отпустили через 40 минут без составления протокола.",['recPrDrobUuRrCB6x'],,,одиночный пикет,политический протест,за войну,одиночный пикет с плакатом «Генералов — верните!» Шойгу — в отставку!».,активистский протест,['recoZPeY7fFOCoJdy'],1,,,https://t.me/ovdinfolive/23846
6431,03.08.2023 Антивоенные акции,2023-08-03,,['recSwz4NPI17sbvOt'],,,одиночный пикет,политический протест,антивоенное,против агрессии России в отношении Украины,активистский протест,,1,,,
6432,04.08.2023 Наклейка «Навальный»,2023-08-04,"Задержали вчера на выходе из дома оперативники. На меня написали заявление за наклейку ""Навальный"" на моноколесе. Всю ночь я провёл в ОВД Измайлово.",['recPrDrobUuRrCB6x'],,,"символика, надписи, граффити",политический протест,политзаключенные,в поддержку А.Навального,активистский протест,,1,,,
6433,06.08.2023 Антивоенные акции,2023-08-06,,['recPrDrobUuRrCB6x'],,,одиночный пикет,политический протест,антивоенное,против агрессии России в отношении Украины,активистский протест,,1,,,
6434,06.08.2023 Антивоенные акции,2023-08-06,,['recs8CXZcUBPl95yA'],,,одиночный пикет,политический протест,антивоенное,против агрессии России в отношении Украины,активистский протест,,1,,,
6435,06.08.2023 Антивоенные акции,2023-08-06,,['recvtd8ZvtY6L8v0k'],,,одиночный пикет,политический протест,антивоенное,против агрессии России в отношении Украины,активистский протест,,1,,,
6436,Задержания за антивоенные посты в соцсетях,2023-08-08,"за публикации в социальных сетях высказываний против войны: посты, комментарии, лайки",['recdoNNfozyUBxcTV'],,,публикации в соцсетях,политический протест,антивоенное,против агрессии России в отношении Украины,активистский протест,,1,,,
6437,09.08.2023 Антивоенные акции,2023-08-09,,['recxGbGZCN19UvC6f'],,,одиночный пикет,политический протест,антивоенное,против агрессии России в отношении Украины,активистский протест,,3,,,
6438,09.08.2023 Одиночный пикет в поддержку Ольги Смирновой,2023-08-09,Иоффе отвели в комнату полиции на станции. Активист выезжал на автомобиле в ОП № 6 и в статье о дискредитации российской армии. Отпустили без протокола и с обязательством о явке,['recs8CXZcUBPl95yA'],,,одиночный пикет,политический протест,политзаключенные,в поддержку политзаключенной Ольги Смирновой,активистский протест,['recBBnfTL6zzIaBGS'],1,,,https://t.me/ovdinfolive/24054
6439,Задержание после акции 10.08.2023 Похороны Конституции,2023-08-10,"Акция в защиту свободы слова ивановские активисты провели в гайд-парке. Около десяти человек вышли с плакатами и похоронили муляж Конституции РФ, а сама Назаренко прокомментировала ситуацию со свободой слов в России на камере. Назаренко доставили в Советский отдел полиции, составили протокол к статье о повторном нарушении установленного порядка организации акции.",['reccl7SMsWu0rFw29'],,,собрание,политический протест,свобода слова,задержание в зале суда после заседания по уголовному делу ,активистский протест,['rec9hp9YDzqW0uSdp'],1,,,https://ovd.info/express-news/2023/08/22/ivanovskuyu-aktivistku-zaderzhali-posle-suda-dlya-sostavleniya-protokola
6440,Задержания за антивоенные посты в соцсетях,2023-08-10,"за публикации в социальных сетях высказываний против войны: посты, комментарии, лайки",['recMUMVm2pKUmnIUr'],,,публикации в соцсетях,политический протест,антивоенное,против агрессии России в отношении Украины,активистский протест,,1,,,
6441,11.08.2023 Задержание дежурных у мемориала «Немцов мост»,2023-08-11,"У мемориала на месте убийства Бориса Немцова на Большом Москворецком мосту задержали Евгения Мищенко и Сергея Коробкина. Мужчины дежурили у народного мемориала, когда к ним подошли участники прокремлевского движения SERB Гоша Тарасевич (Игорь Бекетов) и Петр Рыбаков. Они начали дискуссию, записывали ее на видео, а также вызвали полицию, сославшись на то, что ночью нельзя проводить акции и что Коробкин «что-то дискредитирующее сказал».
Задержанных отпустили без протоколов. Участники SERB написали на дежурных мемориала заявление якобы об организации митинга.",['recPrDrobUuRrCB6x'],,,оккупай ,политический протест,другое,Дежурство у мемориала на месте убийства Бориса Немцова,активистский протест,"['recqCdKBsvwF3Kh27', 'recZG3iU4skNpkOd6']",2,,,https://ovd.info/express-news/2023/08/11/u-memoriala-na-meste-ubiystva-borisa-nemcova-zaderzhali-dvukh-chelovek
